# Version 1.00
#
freq[Hz],re:Trc1_S11[U],im:Trc1_S11[U],Trc2_S12[dB],Trc3_S21[dB],Trc4_S11[dB],Trc5_b2d1/a1d1sam[dB],Trc6_S12[dB],Trc7_S22[dB],
1.131851489985344E+010,5.080287771550692E-003,-2.365844329001227E-002,-7.743000219405862E+001,-1.731878235836636E+001,-3.232449912074632E+001,-6.637355531528373E+000,-7.743000219405862E+001,-2.890199657250548E+001,
1.131973619931607E+010,3.128975490351991E-003,-2.476032607705818E-002,-8.659106541059974E+001,-2.367396245327068E+001,-3.205606605650790E+001,-6.603905028580471E+000,-8.659106541059974E+001,-2.902945040001124E+001,
1.132095749877870E+010,4.922456481104740E-004,-2.448199366940562E-002,-8.017731797773887E+001,-2.228753828718262E+001,-3.222130901179624E+001,-6.649199017617304E+000,-8.017731797773887E+001,-2.874321919985034E+001,
1.132217879824133E+010,-1.709607074250954E-003,-2.438534597715333E-002,-8.119306847629812E+001,-1.789056930876680E+001,-3.223612772755315E+001,-6.650264843016182E+000,-8.119306847629812E+001,-2.857436894294941E+001,
1.132340009770396E+010,-3.850404762745007E-003,-2.474288814482414E-002,-7.827569475528183E+001,-1.349553160723744E+001,-3.202707433872183E+001,-6.723362508379286E+000,-7.827569475528183E+001,-2.752777500190068E+001,
1.132462139716659E+010,-6.202837453389013E-003,-2.468205805364714E-002,-8.962838020967148E+001,-1.131590498347542E+001,-3.188640061854541E+001,-6.713269408664759E+000,-8.962838020967148E+001,-2.657495282440109E+001,
1.132584269662921E+010,-8.115591961755878E-003,-2.441773643941761E-002,-8.675070615552468E+001,-3.027020738384405E+001,-3.179083833616507E+001,-6.742375931367858E+000,-8.675070615552468E+001,-2.649649616101415E+001,
1.132706399609184E+010,-1.038688270008383E-002,-2.361345274672805E-002,-9.451267875885277E+001,-1.188207806330707E+001,-3.176863371748883E+001,-6.703487384356150E+000,-9.451267875885277E+001,-2.610244718149863E+001,
1.132828529555447E+010,-1.267045455330817E-002,-2.347994936980861E-002,-8.963935120488837E+001,-1.250124001785728E+001,-3.147612461764121E+001,-6.699959792380549E+000,-8.963935120488837E+001,-2.549190872806681E+001,
1.132950659501710E+010,-1.470165945010452E-002,-2.301969746532766E-002,-8.421990229457323E+001,-9.566483538312372E+000,-3.127234823421770E+001,-6.757758731813554E+000,-8.421990229457323E+001,-2.536972014722075E+001,
1.133072789447973E+010,-1.697139100506868E-002,-2.190071292975849E-002,-8.099370069581812E+001,-1.237064434231018E+001,-3.114825804659738E+001,-6.776332804792600E+000,-8.099370069581812E+001,-2.578695978687822E+001,
1.133194919394235E+010,-1.900532860992025E-002,-2.118353956260506E-002,-7.955840835581627E+001,-1.592474138997964E+001,-3.091544544192873E+001,-6.842224664622969E+000,-7.955840835581627E+001,-2.640458175589862E+001,
1.133317049340498E+010,-2.067662538861384E-002,-1.996783760698337E-002,-7.748405502065839E+001,-1.423984859874928E+001,-3.082895162914431E+001,-6.801750888149961E+000,-7.748405502065839E+001,-2.749987040315871E+001,
1.133439179286761E+010,-2.308412734474599E-002,-1.960413325175419E-002,-9.242833196227171E+001,-3.870228543045853E+001,-3.037536438891448E+001,-6.841075475022310E+000,-9.242833196227171E+001,-2.859275424443822E+001,
1.133561309233024E+010,-2.448390098805746E-002,-1.791258241004943E-002,-7.898673318976192E+001,-1.274591440513741E+001,-3.036060188540234E+001,-6.795539438400547E+000,-7.898673318976192E+001,-2.874364996893922E+001,
1.133683439179287E+010,-2.621109321970554E-002,-1.638451331891943E-002,-7.460587301992180E+001,-1.915832817276212E+001,-3.019781269725530E+001,-6.838080473638414E+000,-7.460587301992180E+001,-2.926659584719580E+001,
1.133805569125550E+010,-2.796225182487953E-002,-1.521496711124834E-002,-7.643445249513079E+001,-1.638155476509746E+001,-2.994226492065035E+001,-6.856792523475433E+000,-7.643445249513079E+001,-2.985540320400575E+001,
1.133927699071812E+010,-2.936399212069194E-002,-1.420094310562175E-002,-8.175520472030340E+001,-1.502939283461597E+001,-2.973094774973647E+001,-6.803144913915141E+000,-8.175520472030340E+001,-2.867532719484643E+001,
1.134049829018075E+010,-3.104199096111159E-002,-1.230900174497046E-002,-7.671552579428845E+001,-1.765910698185061E+001,-2.952679669704302E+001,-6.827873627114418E+000,-7.671552579428845E+001,-2.797506538415014E+001,
1.134171958964338E+010,-3.247288623138134E-002,-1.068059950286284E-002,-8.200731777330685E+001,-1.445178210787002E+001,-2.932347665899647E+001,-6.879473705409594E+000,-8.200731777330685E+001,-2.745150879865370E+001,
1.134294088910601E+010,-3.412605120376714E-002,-8.936690674404724E-003,-8.140119793271791E+001,-1.682767856492587E+001,-2.905021915957028E+001,-6.916585902705643E+000,-8.140119793271791E+001,-2.683294807216237E+001,
1.134416218856864E+010,-3.517431038283280E-002,-7.051730942567168E-003,-8.476146034635774E+001,-1.593924206147184E+001,-2.890435281834441E+001,-6.891645709105472E+000,-8.476146034635774E+001,-2.567879651478309E+001,
1.134538348803127E+010,-3.626839007902009E-002,-5.278250781104287E-003,-7.872841935405543E+001,-2.079930099002100E+001,-2.871841194625610E+001,-6.936482860242709E+000,-7.872841935405543E+001,-2.533436397358060E+001,
1.134660478749389E+010,-3.711380485747569E-002,-2.933999491349618E-003,-7.947968818126047E+001,-1.930542429462451E+001,-2.858223338759629E+001,-6.974678959536773E+000,-7.947968818126047E+001,-2.589244666043232E+001,
1.134782608695652E+010,-3.848268903536004E-002,-1.322781032070491E-003,-8.630809272895922E+001,-1.573429098166469E+001,-2.828956347736570E+001,-6.945483498141067E+000,-8.630809272895922E+001,-2.530213370802167E+001,
1.134904738641915E+010,-3.920801045388960E-002,1.369041937068211E-003,-7.716286981311970E+001,-1.716692855763699E+001,-2.812721209200520E+001,-6.911296099125471E+000,-7.716286981311970E+001,-2.636370539128729E+001,
1.135026868588178E+010,-3.970966137602483E-002,2.988569509116130E-003,-7.990530170899308E+001,-2.409385741872548E+001,-2.799754666292125E+001,-6.921929416071587E+000,-7.990530170899308E+001,-2.749945411541719E+001,
1.135148998534441E+010,-4.051690331062120E-002,4.873142916913893E-003,-8.239003029463794E+001,-1.406404729611973E+001,-2.778490051652425E+001,-6.943838644521862E+000,-8.239003029463794E+001,-2.849013898959319E+001,
1.135271128480704E+010,-4.129869638312659E-002,6.676725036836582E-003,-7.755288298760004E+001,-1.482236659182586E+001,-2.756922002981605E+001,-6.967897813285600E+000,-7.755288298760004E+001,-3.049357020050680E+001,
1.135393258426966E+010,-4.085481908254166E-002,8.984363061930350E-003,-8.097585699818616E+001,-1.773223621687066E+001,-2.757002895575306E+001,-6.925440401811710E+000,-8.097585699818616E+001,-3.095567109397225E+001,
1.135515388373229E+010,-4.136900205995651E-002,1.127950709163774E-002,-8.313155439597459E+001,-1.637155640286807E+001,-2.735507639371842E+001,-6.970223234535089E+000,-8.313155439597459E+001,-3.093213004052952E+001,
1.135637518319492E+010,-4.131939761218006E-002,1.355318470943724E-002,-9.608595558373486E+001,-2.776593364255182E+001,-2.723312734932231E+001,-7.037999357409055E+000,-9.608595558373486E+001,-2.967248485495144E+001,
1.135759648265755E+010,-4.123764726846418E-002,1.558303245737431E-002,-9.179193833963097E+001,-2.126823378651343E+001,-2.711443510713091E+001,-6.994398591376050E+000,-9.179193833963097E+001,-2.846363009030099E+001,
1.135881778212018E+010,-4.119417682980166E-002,1.801674587048013E-002,-8.107003073374379E+001,-1.428571273224228E+001,-2.694312647484754E+001,-7.017794831950330E+000,-8.107003073374379E+001,-2.746403095874055E+001,
1.136003908158280E+010,-4.097993477927695E-002,2.005979659817380E-002,-9.272526069698228E+001,-1.475261889545768E+001,-2.681571323596029E+001,-6.990410783365377E+000,-9.272526069698228E+001,-2.698532552830793E+001,
1.136126038104543E+010,-4.031014183060220E-002,2.210654718764624E-002,-7.693873250828941E+001,-2.572383806823990E+001,-2.674975769008796E+001,-7.059283481475132E+000,-7.693873250828941E+001,-2.728136773033450E+001,
1.136248168050806E+010,-4.005486644501294E-002,2.409254078303088E-002,-9.187715873805995E+001,-1.715075941918745E+001,-2.660579795764809E+001,-7.033390785496239E+000,-9.187715873805995E+001,-2.608630771304968E+001,
1.136370297997069E+010,-3.926542683696735E-002,2.627173572293139E-002,-8.071662562105560E+001,-2.276773973278187E+001,-2.651310121065519E+001,-6.965228362760799E+000,-8.071662562105560E+001,-2.658250938033267E+001,
1.136492427943332E+010,-3.847991539002876E-002,2.830579372042182E-002,-8.355044438805419E+001,-2.306680496204994E+001,-2.641699233794223E+001,-7.075059364470773E+000,-8.355044438805419E+001,-2.690996195553290E+001,
1.136614557889595E+010,-3.774368648677939E-002,3.034046669811823E-002,-7.981745283724017E+001,-2.102025938573134E+001,-2.629833116651272E+001,-7.016909667775733E+000,-7.981745283724017E+001,-2.846055600170486E+001,
1.136736687835857E+010,-3.672758754590114E-002,3.235376858306336E-002,-8.439422075790478E+001,-1.469166063324830E+001,-2.620570825032970E+001,-7.053378896670788E+000,-8.439422075790478E+001,-2.984691239440993E+001,
1.136858817782120E+010,-3.494408959088111E-002,3.412335200121566E-002,-7.739304756729671E+001,-1.516771035381734E+001,-2.622421935581631E+001,-7.090325909038191E+000,-7.739304756729671E+001,-3.089121889985260E+001,
1.136980947728383E+010,-3.461294143597344E-002,3.634488585416764E-002,-9.183305905544076E+001,-1.712951066961576E+001,-2.598770721750326E+001,-7.084677978536483E+000,-9.183305905544076E+001,-3.418064935621168E+001,
1.137103077674646E+010,-3.298355125888178E-002,3.784220837227671E-002,-7.683324325012673E+001,-1.697860114613876E+001,-2.598608526392992E+001,-7.057447983389953E+000,-7.683324325012673E+001,-3.524006098760670E+001,
1.137225207620909E+010,-3.161499507771644E-002,3.906918790865060E-002,-7.850479710635617E+001,-1.575612209317931E+001,-2.597582238182142E+001,-7.056079724838450E+000,-7.850479710635617E+001,-3.259043486228444E+001,
1.137347337567172E+010,-2.972353355116822E-002,4.108021863624454E-002,-7.784448010238414E+001,-1.348886529419423E+001,-2.589885624438409E+001,-7.065756203534340E+000,-7.784448010238414E+001,-3.000676577172356E+001,
1.137469467513434E+010,-2.883380830303076E-002,4.234860773829204E-002,-7.545409776458713E+001,-1.866109461086865E+001,-2.580904927820797E+001,-7.043093938468332E+000,-7.545409776458713E+001,-2.994267568716844E+001,
1.137591597459697E+010,-2.724474182030892E-002,4.375451353492737E-002,-9.125306469878605E+001,-2.017598103222880E+001,-2.575652022446558E+001,-7.139795017016408E+000,-9.125306469878605E+001,-2.890963830680994E+001,
1.137713727405960E+010,-2.571645175015912E-002,4.491965339956819E-002,-8.642381675439599E+001,-2.599068744374334E+001,-2.572009267815295E+001,-7.121942323773491E+000,-8.642381675439599E+001,-2.814299240803582E+001,
1.137835857352223E+010,-2.358902480607278E-002,4.633690166296030E-002,-8.507958485310910E+001,-1.962991779567721E+001,-2.568065506210959E+001,-7.094731104284191E+000,-8.507958485310910E+001,-2.736207354557504E+001,
1.137957987298486E+010,-2.203734891909087E-002,4.737770476658908E-002,-8.336245687147306E+001,-2.192888369258465E+001,-2.563790958098449E+001,-7.193455570251401E+000,-8.336245687147306E+001,-2.835635967031225E+001,
1.138080117244749E+010,-1.987049597005266E-002,4.852505367442303E-002,-8.165061231371014E+001,-1.215409722475606E+001,-2.560743520609697E+001,-7.197999853610526E+000,-8.165061231371014E+001,-2.906499628890116E+001,
1.138202247191011E+010,-1.789633252493568E-002,4.951285865544242E-002,-9.186466194903795E+001,-1.452655921975214E+001,-2.557237813425691E+001,-7.214137584308411E+000,-9.186466194903795E+001,-2.948964599770839E+001,
1.138324377137274E+010,-1.604132430161412E-002,5.000923785596174E-002,-8.263013645961742E+001,-1.418880298011680E+001,-2.559366694938510E+001,-7.233413318312906E+000,-8.263013645961742E+001,-3.199876273815288E+001,
1.138446507083537E+010,-1.359570063372479E-002,5.049330296564025E-002,-7.607607838246729E+001,-2.141539253176208E+001,-2.563135299040488E+001,-7.219144973316864E+000,-7.607607838246729E+001,-3.488862593498084E+001,
1.138568637029800E+010,-1.195169677604091E-002,5.129624590834327E-002,-7.778380659471853E+001,-1.509963487119865E+001,-2.556870388795596E+001,-7.262876717886305E+000,-7.778380659471853E+001,-3.605526816083157E+001,
1.138690766976063E+010,-9.399798736379163E-003,5.155262964835275E-002,-8.790739011198336E+001,-1.854835846341366E+001,-2.561294747779201E+001,-7.376506986162256E+000,-8.790739011198336E+001,-3.826922888243308E+001,
1.138812896922325E+010,-7.782231239982296E-003,5.195109006935109E-002,-8.033167966635237E+001,-2.460288979853453E+001,-2.559172925122332E+001,-7.365192369473505E+000,-8.033167966635237E+001,-3.508887224135783E+001,
1.138935026868588E+010,-5.830670821526088E-003,5.192667481967829E-002,-8.028125723266967E+001,-1.861429141896575E+001,-2.563777497614284E+001,-7.347717671357539E+000,-8.028125723266967E+001,-3.229266725405446E+001,
1.139057156814851E+010,-3.320909722133411E-003,5.248247089166382E-002,-9.534545956915014E+001,-2.153573625911471E+001,-2.558236043596207E+001,-7.388693459917565E+000,-9.534545956915014E+001,-3.070086872601588E+001,
1.139179286761114E+010,-1.665858232640116E-003,5.199736044799864E-002,-8.183323893915532E+001,-1.727991222531034E+001,-2.567591875951733E+001,-7.476826698805326E+000,-8.183323893915532E+001,-2.905404652983256E+001,
1.139301416707377E+010,1.040365137649160E-003,5.248630662039493E-002,-8.494168445208364E+001,-2.386550085559045E+001,-2.559737373747135E+001,-7.435140336263467E+000,-8.494168445208364E+001,-2.843562719268989E+001,
1.139423546653639E+010,2.703006806669172E-003,5.149218410460910E-002,-9.045815768899230E+001,-1.404269285112655E+001,-2.575322289696215E+001,-7.495892607014842E+000,-9.045815768899230E+001,-2.863501718046940E+001,
1.139545676599902E+010,5.122343432610695E-003,5.109555809807907E-002,-7.979216149961792E+001,-1.449320194602815E+001,-2.578890782671301E+001,-7.554714704139991E+000,-7.979216149961792E+001,-2.942889686664910E+001,
1.139667806546165E+010,6.592492013393577E-003,5.109397788663110E-002,-8.215837011731564E+001,-1.480876373977396E+001,-2.576089995218505E+001,-7.542347198549915E+000,-8.215837011731564E+001,-3.037740175602394E+001,
1.139789936492428E+010,9.238823935893667E-003,4.974795557265450E-002,-9.145436913083218E+001,-1.738066440460630E+001,-2.591723570517034E+001,-7.599716865277267E+000,-9.145436913083218E+001,-3.078140075757890E+001,
1.139912066438691E+010,1.073881144052911E-002,4.961179181678341E-002,-8.593633363229455E+001,-1.914158221748158E+001,-2.588944239866867E+001,-7.614493875722374E+000,-8.593633363229455E+001,-3.333335105506151E+001,
1.140034196384954E+010,1.287087321629129E-002,4.827916732578558E-002,-7.779545437541007E+001,-1.503710441562223E+001,-2.602661927848848E+001,-7.642745055354620E+000,-7.779545437541007E+001,-3.550687388698204E+001,
1.140156326331216E+010,1.420156276812602E-002,4.774042091744359E-002,-8.254016650647372E+001,-1.455990313789001E+001,-2.605402614278172E+001,-7.642359853401180E+000,-8.254016650647372E+001,-3.692013797886339E+001,
1.140278456277479E+010,1.640241077119894E-002,4.653712349197821E-002,-8.163760826779426E+001,-1.888315197512589E+001,-2.613546884452498E+001,-7.744201379946866E+000,-8.163760826779426E+001,-3.387932788065316E+001,
1.140400586223742E+010,1.856750173335283E-002,4.521588190477675E-002,-8.010846393805763E+001,-1.487205082095885E+001,-2.621742386642296E+001,-7.779291293678228E+000,-8.010846393805763E+001,-3.198300249881300E+001,
1.140522716170005E+010,1.982459542571426E-002,4.385153315404049E-002,-7.436017639809795E+001,-3.262605264045050E+001,-2.635266781070206E+001,-7.861177366872815E+000,-7.436017639809795E+001,-2.977712013246002E+001,
1.140644846116268E+010,2.124997510182961E-002,4.262128580268706E-002,-8.649993937015033E+001,-1.105781666464258E+001,-2.644331014421471E+001,-7.872254524078021E+000,-8.649993937015033E+001,-2.898609376029738E+001,
1.140766976062531E+010,2.291830552853815E-002,4.150807028693922E-002,-8.626934458273929E+001,-1.593492218720940E+001,-2.648171116975136E+001,-7.881600972284470E+000,-8.626934458273929E+001,-2.725638380293191E+001,
1.140889106008793E+010,2.403423101390970E-002,4.034119007058432E-002,-8.024117513436444E+001,-2.431564990438176E+001,-2.656580400911421E+001,-7.942855121646028E+000,-8.024117513436444E+001,-2.758785050145754E+001,
1.141011235955056E+010,2.552607235449166E-002,3.849789737897420E-002,-8.471722311654195E+001,-2.456132928588201E+001,-2.670873059968394E+001,-7.971803754618341E+000,-8.471722311654195E+001,-2.710822058830319E+001,
1.141133365901319E+010,2.711468976754822E-002,3.701877405420991E-002,-8.093518621278388E+001,-1.907182892037759E+001,-2.676624946150364E+001,-7.977262241623255E+000,-8.093518621278388E+001,-2.752262041528693E+001,
1.141255495847582E+010,2.755206425605288E-002,3.510435913421738E-002,-9.597176284639203E+001,-1.216250541195474E+001,-2.700834458572563E+001,-7.923886427672386E+000,-9.597176284639203E+001,-2.899110736203660E+001,
1.141377625793845E+010,2.887051588933186E-002,3.272375151302351E-002,-8.556648255977967E+001,-1.215244465658106E+001,-2.720253092728528E+001,-7.966706105924283E+000,-8.556648255977967E+001,-2.902411894899337E+001,
1.141499755740108E+010,3.009660254681201E-002,3.100020522960912E-002,-7.731880213470663E+001,-3.284605716840129E+001,-2.728897971612750E+001,-8.043186977225629E+000,-7.731880213470663E+001,-3.025651904724581E+001,
1.141621885686370E+010,3.025696655653694E-002,3.022931812359116E-002,-8.596837913083968E+001,-2.365082981235463E+001,-2.737716086624862E+001,-8.070480348537053E+000,-8.596837913083968E+001,-3.067672615627370E+001,
1.141744015632633E+010,3.062539774440560E-002,2.758282508311649E-002,-8.684052427570410E+001,-1.369410077839330E+001,-2.769876352447400E+001,-8.085767276801940E+000,-8.684052427570410E+001,-3.141722992912671E+001,
1.141866145578896E+010,3.194327264738352E-002,2.581118205802983E-002,-8.351744652856340E+001,-1.674760571964024E+001,-2.772990533922097E+001,-8.163278336291118E+000,-8.351744652856340E+001,-3.035094815337294E+001,
1.141988275525159E+010,3.239983508886185E-002,2.395872285745351E-002,-8.770424218664971E+001,-2.779764440965109E+001,-2.789475562968464E+001,-8.123182493808576E+000,-8.770424218664971E+001,-3.046381365270671E+001,
1.142110405471422E+010,3.289057887817795E-002,2.192366014792382E-002,-7.812609340535444E+001,-1.352776404156523E+001,-2.806197470296490E+001,-8.150375060329459E+000,-7.812609340535444E+001,-2.867015186483258E+001,
1.142232535417684E+010,3.291317883512882E-002,1.985794619779782E-002,-8.826982757755910E+001,-2.425067375678474E+001,-2.830438600579575E+001,-8.175570475642255E+000,-8.826982757755910E+001,-2.726609933240935E+001,
1.142354665363947E+010,3.305013593466197E-002,1.779472390444769E-002,-8.831044257312681E+001,-1.328419121570195E+001,-2.851100200632988E+001,-8.167069984532095E+000,-8.831044257312681E+001,-2.597522136009921E+001,
1.142476795310210E+010,3.313228266769450E-002,1.607701848484842E-002,-8.684788333905662E+001,-1.515966239070318E+001,-2.867670278721182E+001,-8.210951986389420E+000,-8.684788333905662E+001,-2.548406408192237E+001,
1.142598925256473E+010,3.299532305940942E-002,1.396528765028899E-002,-7.992506449234389E+001,-1.400218593812105E+001,-2.891529488573035E+001,-8.112833839329580E+000,-7.992506449234389E+001,-2.559943879645126E+001,
1.142721055202736E+010,3.291717626859503E-002,1.213179858803939E-002,-8.212924199871630E+001,-2.218923598728633E+001,-2.909840378144196E+001,-8.128428967441407E+000,-8.212924199871630E+001,-2.536571696353191E+001,
1.142843185148999E+010,3.256306538682147E-002,1.003152903883968E-002,-1.080100824698525E+002,-1.466684601209019E+001,-2.935173465313095E+001,-8.126796856621317E+000,-1.080100824698525E+002,-2.594898747578765E+001,
1.142965315095261E+010,3.235761327843983E-002,8.040599332866326E-003,-8.557365743251775E+001,-2.265937993088787E+001,-2.954025530526219E+001,-8.158816772999874E+000,-8.557365743251775E+001,-2.652182823586652E+001,
1.143087445041524E+010,3.165887818184172E-002,6.382759490149539E-003,-8.573569387904333E+001,-1.359804856956400E+001,-2.981705620704421E+001,-8.170483091509896E+000,-8.573569387904333E+001,-2.728549190132108E+001,
1.143209574987787E+010,3.107084636253771E-002,4.166031328865766E-003,-8.383317390501426E+001,-2.220167486857078E+001,-3.007555484446133E+001,-8.155146804238910E+000,-8.383317390501426E+001,-2.749208375074391E+001,
1.143331704934050E+010,3.000390671615650E-002,2.752146866105303E-003,-9.314163218774142E+001,-2.054928592039486E+001,-3.042005644863607E+001,-8.142862703500484E+000,-9.314163218774142E+001,-2.734558117189847E+001,
1.143453834880313E+010,2.916068141991922E-002,1.154475447988444E-003,-7.976818063626270E+001,-3.527278261429164E+001,-3.069724492275943E+001,-8.142222434212229E+000,-7.976818063626270E+001,-2.786037600505770E+001,
1.143575964826576E+010,2.873272706368492E-002,-5.140647024521445E-004,-8.069967446255619E+001,-1.961583249193877E+001,-3.083107310896269E+001,-8.129519522555173E+000,-8.069967446255619E+001,-2.641248632828435E+001,
1.143698094772838E+010,2.764749159286973E-002,-2.393955686392477E-003,-8.569182639422098E+001,-1.693714312599923E+001,-3.113444521719377E+001,-8.141968328959431E+000,-8.569182639422098E+001,-2.622562494178205E+001,
1.143820224719101E+010,2.640991045867352E-002,-3.788363351556940E-003,-9.164272991291873E+001,-1.483747279848464E+001,-3.147620621041619E+001,-8.128505064412044E+000,-9.164272991291873E+001,-2.532754886147933E+001,
1.143942354665364E+010,2.517514443385446E-002,-5.217929898203882E-003,-8.016586809809216E+001,-2.690049583828590E+001,-3.179788889108077E+001,-8.144778099244373E+000,-8.016586809809216E+001,-2.482031570726853E+001,
1.144064484611627E+010,2.414891643268872E-002,-6.117531729197035E-003,-7.872955970577380E+001,-1.936885647366370E+001,-3.207192176097450E+001,-8.198342939233566E+000,-7.872955970577380E+001,-2.483602448703531E+001,
1.144186614557890E+010,2.274445862130503E-002,-8.414123163027233E-003,-7.967401532693827E+001,-1.419155176471082E+001,-3.230543011400656E+001,-8.135594467895533E+000,-7.967401532693827E+001,-2.429372985775813E+001,
1.144308744504153E+010,2.110446263646256E-002,-9.355126725574365E-003,-8.880667757748134E+001,-2.658393505561659E+001,-3.273340638102027E+001,-8.198298691808715E+000,-8.880667757748134E+001,-2.390543564985876E+001,
1.144430874450415E+010,1.954790245046276E-002,-1.056254010651970E-002,-7.996066631353550E+001,-1.538545472899546E+001,-3.306547654435664E+001,-8.187595816506445E+000,-7.996066631353550E+001,-2.401741809710145E+001,
1.144553004396678E+010,1.808562388323299E-002,-1.143514361182793E-002,-7.863225297365339E+001,-1.514723126680875E+001,-3.339274599178856E+001,-8.230366076834873E+000,-7.863225297365339E+001,-2.440669322031830E+001,
1.144675134342941E+010,1.638446696975389E-002,-1.229987100808234E-002,-1.050646627018908E+002,-2.041421627289395E+001,-3.377022140875939E+001,-8.201931087580237E+000,-1.050646627018908E+002,-2.476203372439113E+001,
1.144797264289204E+010,1.472018409789043E-002,-1.327960465055974E-002,-1.061038317200831E+002,-2.093692422607509E+001,-3.405572398555736E+001,-8.199246857864408E+000,-1.061038317200831E+002,-2.548692684396165E+001,
1.144919394235467E+010,1.325698017555362E-002,-1.369002012355072E-002,-8.072865649785311E+001,-1.753631455665148E+001,-3.439897000585783E+001,-8.274736990507503E+000,-8.072865649785311E+001,-2.513325017871492E+001,
1.145041524181729E+010,1.124396415950161E-002,-1.496498046753930E-002,-7.982839988088001E+001,-1.889046921812905E+001,-3.455463951081866E+001,-8.226194012750385E+000,-7.982839988088001E+001,-2.508819770099922E+001,
1.145163654127992E+010,9.878396841696217E-003,-1.567059688159955E-002,-8.086370109750729E+001,-1.327618029177462E+001,-3.464515578124982E+001,-8.329416843295389E+000,-8.086370109750729E+001,-2.543402717736786E+001,
1.145285784074255E+010,7.734703079339243E-003,-1.619544478501808E-002,-8.353949923416631E+001,-2.256847473049206E+001,-3.491984920437061E+001,-8.319464127659945E+000,-8.353949923416631E+001,-2.544894829336940E+001,
1.145407914020518E+010,5.731346020466216E-003,-1.605433513918715E-002,-8.643549617789341E+001,-2.473463040854704E+001,-3.536719329116990E+001,-8.347486301331600E+000,-8.643549617789341E+001,-2.539370387162492E+001,
1.145530043966781E+010,4.351376535780601E-003,-1.643544608102252E-002,-8.673290715442474E+001,-1.792338842708822E+001,-3.539014457190112E+001,-8.355869828682861E+000,-8.673290715442474E+001,-2.468868731712609E+001,
1.145652173913044E+010,2.277159618191093E-003,-1.647744383639714E-002,-8.804838857075080E+001,-1.012339851916428E+001,-3.558004007529533E+001,-8.409802932367434E+000,-8.804838857075080E+001,-2.414883304295567E+001,
1.145774303859306E+010,1.040478035753889E-003,-1.695796855239430E-002,-9.047015816712310E+001,-1.691124150745551E+001,-3.539620476097285E+001,-8.416828000812869E+000,-9.047015816712310E+001,-2.391525030944903E+001,
1.145896433805569E+010,-1.162462269913114E-003,-1.678668628233195E-002,-8.241701369860328E+001,-2.670874342594731E+001,-3.547992399369367E+001,-8.445471743607577E+000,-8.241701369860328E+001,-2.442065362344469E+001,
1.146018563751832E+010,-2.567773003512373E-003,-1.613785562553783E-002,-7.815739303730575E+001,-2.948972132698105E+001,-3.573449959027303E+001,-8.543939514119630E+000,-7.815739303730575E+001,-2.382589796772709E+001,
1.146140693698095E+010,-4.547264799555402E-003,-1.625669017418983E-002,-7.908483067216716E+001,-4.369987029369074E+001,-3.545219766939629E+001,-8.547344349284122E+000,-7.908483067216716E+001,-2.369582384147930E+001,
1.146262823644358E+010,-6.209479813250097E-003,-1.556469705961245E-002,-8.262061562734301E+001,-1.622753682523049E+001,-3.551575933215475E+001,-8.617092670298561E+000,-8.262061562734301E+001,-2.358776037258778E+001,
1.146384953590620E+010,-8.683236812722109E-003,-1.549146571419369E-002,-7.683432525839062E+001,-2.574821905959039E+001,-3.501160189425199E+001,-8.647725357110605E+000,-7.683432525839062E+001,-2.373089463241706E+001,
1.146507083536883E+010,-9.933159940640545E-003,-1.489977015228714E-002,-7.911765171710242E+001,-1.904002716014850E+001,-3.493940561723299E+001,-8.657025389169743E+000,-7.911765171710242E+001,-2.408714259243354E+001,
1.146629213483146E+010,-1.178108463510586E-002,-1.420398653956153E-002,-7.912634842445594E+001,-2.442583045681170E+001,-3.467822700451434E+001,-8.785011684907726E+000,-7.912634842445594E+001,-2.480205746848566E+001,
1.146751343429409E+010,-1.318988615501056E-002,-1.346718616351191E-002,-7.726047310313037E+001,-2.608712693374265E+001,-3.449358102013977E+001,-8.872778440317086E+000,-7.726047310313037E+001,-2.477345135608986E+001,
1.146873473375672E+010,-1.474702271983982E-002,-1.288322073562914E-002,-7.656045877721687E+001,-1.845100522418541E+001,-3.416288929707938E+001,-8.899328044348570E+000,-7.656045877721687E+001,-2.567637675263426E+001,
1.146995603321935E+010,-1.654041008140442E-002,-1.166164776910984E-002,-8.994033945207073E+001,-1.530692064530177E+001,-3.387662112597889E+001,-8.922797932510303E+000,-8.994033945207073E+001,-2.540198701910198E+001,
1.147117733268197E+010,-1.756380400672224E-002,-1.002320336585178E-002,-8.283552573605650E+001,-1.977324053229101E+001,-3.388327857976132E+001,-9.021076640394250E+000,-8.283552573605650E+001,-2.540623517495362E+001,
1.147239863214460E+010,-1.934258453582875E-002,-9.139830785334247E-003,-7.958181686998739E+001,-1.466796317735200E+001,-3.339445577487670E+001,-9.088127258282578E+000,-7.958181686998739E+001,-2.531800269550122E+001,
1.147361993160723E+010,-2.085417255530571E-002,-8.508353603150942E-003,-8.930578838494158E+001,-1.742292262306448E+001,-3.294744902353143E+001,-9.050430849629722E+000,-8.930578838494158E+001,-2.462971963443078E+001,
1.147484123106986E+010,-2.154366142787827E-002,-7.046300473924952E-003,-7.552978067569241E+001,-2.377107964565492E+001,-3.289223060798755E+001,-9.172435868580788E+000,-7.552978067569241E+001,-2.427397551280440E+001,
